id,label
1,cat
2,airplane
3,automobile
4,ship
5,airplane
6,cat
7,airplane
8,cat
9,automobile
10,deer
11,bird
12,dog
13,deer
14,cat
15,dog
16,airplane
17,deer
18,bird
19,airplane
20,deer
21,bird
22,ship
23,cat
24,automobile
25,frog
26,truck
27,automobile
28,cat
29,cat
30,cat
31,cat
32,horse
33,dog
34,cat
35,deer
36,cat
37,cat
38,dog
39,ship
40,dog
41,cat
42,deer
43,truck
44,deer
45,horse
46,automobile
47,frog
48,cat
49,airplane
50,truck
51,frog
52,horse
53,cat
54,frog
55,ship
56,ship
57,cat
58,frog
59,airplane
60,truck
61,deer
62,cat
63,deer
64,frog
65,ship
66,cat
67,ship
68,horse
69,deer
70,frog
71,truck
72,bird
73,truck
74,deer
75,frog
76,truck
77,airplane
78,frog
79,horse
80,cat
81,frog
82,deer
83,airplane
84,deer
85,deer
86,frog
87,dog
88,frog
89,frog
90,truck
91,truck
92,airplane
93,cat
94,horse
95,automobile
96,frog
97,deer
98,bird
99,truck
100,deer
101,frog
102,airplane
103,cat
104,cat
105,ship
106,bird
107,automobile
108,frog
109,frog
110,frog
111,horse
112,dog
113,deer
114,airplane
115,truck
116,horse
117,truck
118,horse
119,airplane
120,frog
121,cat
122,truck
123,horse
124,cat
125,ship
126,cat
127,airplane
128,dog
129,ship
130,cat
131,airplane
132,deer
133,cat
134,truck
135,automobile
136,cat
137,cat
138,frog
139,cat
140,automobile
141,frog
142,dog
143,cat
144,deer
145,truck
146,automobile
147,truck
148,truck
149,cat
150,frog
151,truck
152,dog
153,dog
154,ship
155,truck
156,horse
157,bird
158,ship
159,frog
160,frog
161,cat
162,dog
163,frog
164,dog
165,frog
166,automobile
167,frog
168,cat
169,cat
170,cat
171,frog
172,cat
173,dog
174,frog
175,frog
176,ship
177,cat
178,automobile
179,bird
180,automobile
181,frog
182,truck
183,deer
184,frog
185,frog
186,dog
187,ship
188,cat
189,cat
190,bird
191,automobile
192,ship
193,airplane
194,cat
195,truck
196,airplane
197,automobile
198,cat
199,ship
200,bird
201,ship
202,cat
203,airplane
204,cat
205,airplane
206,bird
207,cat
208,deer
209,frog
210,cat
211,automobile
212,horse
213,cat
214,frog
215,cat
216,cat
217,dog
218,airplane
219,cat
220,truck
221,frog
222,automobile
223,dog
224,deer
225,cat
226,truck
227,horse
228,cat
229,horse
230,truck
231,airplane
232,cat
233,deer
234,cat
235,horse
236,frog
237,deer
238,deer
239,truck
240,airplane
241,automobile
242,cat
243,deer
244,cat
245,cat
246,cat
