id,label
1,deer
2,airplane
3,automobile
4,ship
5,bird
6,cat
7,airplane
8,dog
9,automobile
10,dog
11,bird
12,bird
13,bird
14,frog
15,dog
16,airplane
17,deer
18,deer
19,ship
20,deer
21,airplane
22,ship
23,frog
24,automobile
25,bird
26,automobile
27,automobile
28,dog
29,bird
30,dog
31,bird
32,horse
33,cat
34,frog
35,deer
36,dog
37,dog
38,cat
39,ship
40,cat
41,frog
42,bird
43,frog
44,deer
45,bird
46,automobile
47,deer
48,bird
49,airplane
50,ship
51,frog
52,horse
53,dog
54,frog
55,ship
56,ship
57,frog
58,ship
59,airplane
60,frog
61,bird
62,cat
63,deer
64,frog
65,ship
66,dog
67,ship
68,ship
69,bird
70,frog
71,truck
72,bird
73,ship
74,deer
75,frog
76,horse
77,bird
78,frog
79,horse
80,cat
81,bird
82,deer
83,ship
84,horse
85,deer
86,cat
87,dog
88,bird
89,frog
90,truck
91,automobile
92,airplane
93,bird
94,horse
95,bird
96,frog
97,deer
98,bird
99,truck
100,bird
101,frog
102,ship
103,dog
104,cat
105,ship
106,bird
107,automobile
108,frog
109,frog
110,frog
111,horse
112,bird
113,deer
114,airplane
115,automobile
116,dog
117,truck
118,horse
119,ship
120,cat
121,deer
122,truck
123,horse
124,frog
125,ship
126,cat
127,ship
128,bird
129,deer
130,truck
131,ship
132,truck
133,bird
134,truck
135,automobile
136,cat
137,cat
138,frog
139,dog
140,automobile
141,frog
142,dog
143,bird
144,deer
145,deer
146,truck
147,frog
148,ship
149,bird
150,frog
151,truck
152,dog
153,cat
154,ship
155,truck
156,horse
157,airplane
158,ship
159,truck
160,frog
161,dog
162,frog
163,frog
164,frog
165,frog
166,automobile
167,frog
168,frog
169,truck
170,frog
171,frog
172,cat
173,ship
174,frog
175,bird
176,ship
177,cat
178,automobile
179,bird
180,automobile
181,frog
182,truck
183,deer
184,frog
185,frog
186,dog
187,ship
188,cat
189,dog
190,bird
191,automobile
192,ship
193,airplane
194,cat
195,truck
196,deer
197,automobile
198,cat
199,ship
200,bird
201,ship
202,cat
203,airplane
204,cat
205,airplane
206,airplane
207,bird
208,ship
209,bird
210,horse
211,automobile
212,horse
213,ship
214,frog
215,cat
216,bird
217,dog
218,bird
219,horse
220,automobile
221,frog
222,truck
223,frog
224,deer
225,truck
226,ship
227,deer
228,cat
229,horse
230,bird
231,ship
232,deer
233,deer
234,frog
235,bird
236,frog
237,deer
238,deer
239,truck
240,ship
241,automobile
242,dog
243,cat
244,cat
245,truck
246,horse
247,deer
248,truck
249,horse
250,ship
251,cat
252,airplane
253,frog
254,airplane
255,cat
256,frog
257,frog
258,ship
259,bird
260,airplane
261,frog
262,automobile
263,horse
264,frog
265,frog
266,frog
267,cat
268,bird
269,bird
270,automobile
271,dog
272,airplane
273,dog
274,cat
275,horse
276,frog
277,frog
278,horse
279,frog
280,dog
281,cat
282,bird
283,cat
284,bird
285,bird
286,cat
287,ship
288,truck
289,dog
290,frog
291,automobile
292,deer
293,airplane
294,cat
295,frog
296,frog
297,dog
298,bird
299,ship
300,truck
301,frog
302,frog
303,frog
304,frog
305,frog
306,automobile
307,airplane
308,dog
309,frog
310,horse
311,automobile
312,ship
313,deer
314,ship
315,deer
316,cat
317,dog
318,cat
319,dog
320,frog
321,horse
322,horse
323,ship
324,dog
325,horse
326,ship
327,cat
328,dog
329,deer
330,truck
331,bird
332,airplane
333,bird
334,bird
335,bird
336,deer
337,dog
338,frog
339,deer
340,ship
341,ship
342,frog
343,bird
344,frog
345,ship
346,automobile
347,ship
348,horse
349,horse
350,truck
351,bird
352,truck
353,deer
354,frog
355,ship
356,bird
357,airplane
358,deer
359,airplane
360,frog
361,horse
362,airplane
363,airplane
364,ship
365,frog
366,dog
367,bird
368,frog
369,ship
370,deer
371,frog
372,cat
373,dog
374,airplane
375,truck
376,airplane
377,frog
378,frog
379,automobile
380,dog
381,truck
382,airplane
383,bird
384,ship
385,deer
386,cat
387,ship
388,truck
389,frog
390,cat
391,frog
392,bird
393,bird
394,frog
395,frog
396,horse
397,frog
398,deer
399,dog
400,deer
401,truck
402,truck
403,deer
404,airplane
405,deer
406,ship
407,automobile
408,truck
409,bird
410,bird
411,horse
412,bird
413,ship
414,airplane
415,automobile
416,frog
417,deer
418,frog
419,bird
420,dog
421,frog
422,automobile
423,ship
