id,label
1,deer
2,airplane
3,automobile
4,ship
5,airplane
6,cat
7,airplane
8,cat
9,bird
10,dog
11,bird
12,cat
13,deer
14,cat
15,dog
16,airplane
17,bird
18,cat
19,airplane
20,frog
21,airplane
22,ship
23,frog
24,automobile
25,bird
26,truck
27,automobile
28,cat
29,cat
30,cat
31,cat
32,horse
33,dog
34,frog
35,deer
36,cat
37,cat
38,cat
39,ship
40,dog
41,frog
42,bird
43,frog
44,deer
45,horse
46,automobile
47,frog
48,cat
49,airplane
50,truck
51,frog
52,horse
53,cat
54,frog
55,ship
56,ship
57,cat
58,cat
59,airplane
60,cat
61,cat
62,cat
63,deer
64,frog
65,ship
66,truck
67,ship
68,horse
69,cat
70,frog
71,truck
72,bird
73,truck
74,cat
75,frog
76,horse
77,airplane
78,cat
79,deer
80,cat
81,frog
82,deer
83,ship
84,cat
85,frog
86,cat
87,dog
88,frog
89,frog
90,truck
91,truck
92,airplane
93,cat
94,deer
95,truck
96,frog
97,deer
98,frog
99,truck
100,deer
101,frog
102,deer
103,dog
104,cat
105,ship
106,airplane
107,automobile
108,frog
109,frog
110,frog
111,cat
112,cat
113,deer
114,airplane
115,truck
116,horse
117,truck
118,horse
119,ship
120,cat
121,bird
122,truck
123,horse
124,cat
125,ship
126,bird
127,airplane
128,dog
129,cat
130,cat
131,truck
132,deer
133,cat
134,truck
135,automobile
136,cat
137,cat
138,frog
139,cat
140,automobile
141,deer
142,dog
143,deer
144,deer
145,frog
146,frog
147,frog
148,ship
149,dog
150,frog
151,ship
152,dog
153,cat
154,ship
155,truck
156,horse
157,bird
158,ship
159,truck
160,frog
161,cat
162,frog
163,frog
164,cat
165,frog
166,automobile
167,frog
168,cat
169,cat
170,cat
171,frog
172,frog
173,cat
174,frog
175,frog
176,bird
177,cat
178,automobile
179,bird
180,automobile
181,frog
182,truck
183,deer
184,cat
185,frog
186,dog
187,ship
188,cat
189,cat
190,airplane
191,automobile
192,ship
193,airplane
194,cat
195,truck
196,deer
197,automobile
198,dog
199,ship
200,frog
201,ship
202,cat
203,airplane
204,cat
205,airplane
206,bird
207,cat
208,deer
209,frog
210,dog
211,automobile
212,horse
213,cat
214,frog
215,cat
216,frog
217,dog
218,bird
219,cat
220,ship
221,frog
222,airplane
223,dog
224,deer
225,cat
226,bird
227,horse
228,cat
229,deer
230,horse
231,airplane
232,bird
233,cat
234,cat
235,horse
236,frog
237,deer
238,deer
239,truck
240,ship
241,cat
242,cat
243,bird
244,cat
245,cat
246,cat
247,deer
248,truck
249,frog
250,ship
251,deer
252,airplane
253,frog
254,airplane
255,frog
256,cat
257,frog
258,cat
259,deer
260,airplane
261,cat
262,automobile
263,horse
264,frog
265,frog
266,deer
267,cat
268,bird
269,bird
270,automobile
271,frog
272,truck
273,dog
274,cat
275,horse
276,frog
277,cat
278,cat
279,cat
280,cat
281,automobile
282,bird
283,cat
284,cat
285,frog
286,dog
287,ship
288,truck
289,cat
290,deer
291,automobile
292,cat
293,airplane
294,bird
295,frog
296,frog
297,cat
298,frog
299,ship
300,truck
301,ship
302,frog
303,frog
304,frog
305,frog
306,automobile
307,airplane
308,dog
309,cat
310,cat
311,automobile
312,ship
313,deer
314,truck
315,cat
316,cat
317,cat
318,deer
319,cat
320,frog
321,automobile
322,horse
323,ship
324,dog
325,horse
326,ship
327,cat
328,dog
329,ship
330,truck
331,deer
332,cat
333,bird
334,bird
335,deer
336,deer
337,dog
338,frog
339,cat
340,ship
341,ship
342,frog
343,deer
344,frog
345,ship
346,frog
347,airplane
348,dog
349,cat
350,truck
351,cat
352,truck
353,deer
354,cat
355,airplane
356,frog
357,airplane
358,bird
359,airplane
360,frog
361,horse
362,airplane
363,airplane
364,cat
365,frog
366,dog
367,cat
368,cat
369,truck
370,deer
371,frog
372,dog
373,cat
374,airplane
375,truck
376,airplane
377,cat
378,frog
379,automobile
380,dog
381,truck
382,airplane
383,airplane
384,cat
385,deer
386,cat
387,ship
388,truck
389,cat
390,cat
391,frog
392,deer
393,bird
394,frog
395,frog
396,frog
397,frog
398,deer
399,dog
400,deer
401,bird
402,truck
403,deer
404,cat
405,deer
406,airplane
407,automobile
408,truck
409,bird
410,bird
411,horse
412,deer
413,frog
414,airplane
415,cat
416,frog
417,deer
418,deer
419,bird
420,dog
421,frog
422,frog
423,cat
