id,label
1,deer
2,cat
3,automobile
4,ship
5,airplane
6,cat
7,airplane
8,cat
9,automobile
10,cat
11,bird
12,bird
13,bird
14,cat
15,cat
16,airplane
17,deer
18,bird
19,ship
20,deer
21,airplane
22,ship
23,cat
24,automobile
25,frog
26,truck
27,automobile
28,cat
29,bird
30,cat
31,cat
32,horse
33,cat
34,airplane
35,deer
36,dog
37,cat
38,dog
39,ship
40,cat
41,bird
42,bird
43,truck
44,deer
45,horse
46,automobile
47,deer
48,bird
49,airplane
50,truck
51,bird
52,horse
53,dog
54,frog
55,ship
56,ship
57,bird
58,cat
59,airplane
60,ship
61,frog
62,dog
63,deer
64,frog
65,ship
66,truck
67,ship
68,ship
69,bird
70,frog
71,truck
72,deer
73,ship
74,deer
75,frog
76,truck
77,bird
78,cat
79,horse
80,cat
81,bird
82,deer
83,airplane
84,horse
85,deer
86,frog
87,dog
88,bird
89,deer
90,truck
91,automobile
92,airplane
93,frog
94,horse
95,automobile
96,frog
97,deer
98,airplane
99,truck
100,deer
101,deer
102,airplane
103,cat
104,cat
105,ship
106,bird
107,automobile
108,frog
109,frog
110,frog
111,horse
112,bird
113,horse
114,airplane
115,truck
116,cat
117,truck
118,horse
119,ship
120,deer
121,bird
122,automobile
123,horse
124,bird
125,ship
126,cat
127,cat
128,cat
129,airplane
130,cat
131,cat
132,truck
133,frog
134,truck
135,truck
136,cat
137,cat
138,frog
139,dog
140,automobile
141,frog
142,dog
143,cat
144,deer
145,truck
146,automobile
147,truck
148,ship
149,dog
150,frog
151,ship
152,dog
153,cat
154,ship
155,truck
156,horse
157,airplane
158,ship
159,cat
160,deer
161,dog
162,cat
163,frog
164,cat
165,frog
166,automobile
167,frog
168,frog
169,truck
170,frog
171,bird
172,cat
173,automobile
174,frog
175,bird
176,ship
177,cat
178,automobile
179,bird
180,automobile
181,frog
182,truck
183,deer
184,bird
185,frog
186,dog
187,ship
188,cat
189,cat
190,bird
191,automobile
192,ship
193,airplane
194,cat
195,truck
196,deer
197,automobile
198,cat
199,ship
200,bird
201,ship
202,deer
203,airplane
204,cat
205,airplane
206,bird
207,cat
208,deer
209,frog
210,horse
211,automobile
212,horse
213,ship
214,frog
215,cat
216,truck
217,dog
218,airplane
219,horse
220,ship
221,frog
222,truck
223,bird
224,deer
225,cat
226,ship
227,horse
228,cat
229,horse
230,truck
231,ship
232,bird
233,deer
234,frog
235,deer
236,frog
237,deer
238,deer
239,truck
240,airplane
241,automobile
242,dog
243,deer
244,cat
245,truck
246,horse
247,cat
248,truck
249,horse
250,ship
251,bird
252,airplane
