id,label
1,deer
2,airplane
3,automobile
4,ship
5,bird
6,cat
7,airplane
8,cat
9,automobile
10,cat
11,bird
12,horse
13,frog
14,cat
15,dog
16,airplane
17,deer
18,deer
19,ship
20,deer
21,ship
22,ship
23,frog
24,automobile
25,frog
26,truck
27,automobile
28,cat
29,bird
30,cat
31,deer
32,horse
33,cat
34,deer
35,deer
36,cat
37,deer
38,horse
39,ship
40,cat
41,bird
42,bird
43,frog
44,deer
45,horse
46,automobile
47,deer
48,bird
49,airplane
50,truck
51,bird
52,deer
53,cat
54,frog
55,ship
56,ship
57,cat
58,ship
59,airplane
60,deer
61,cat
62,cat
63,deer
64,cat
65,ship
66,cat
67,ship
68,ship
69,deer
70,frog
71,truck
72,bird
73,ship
74,deer
75,frog
76,horse
77,bird
78,deer
79,deer
80,cat
81,bird
82,deer
83,ship
84,horse
85,deer
86,cat
87,horse
88,bird
89,deer
90,truck
91,automobile
92,airplane
93,deer
94,horse
95,automobile
96,frog
97,deer
98,bird
99,truck
100,deer
101,deer
102,airplane
103,dog
104,cat
105,ship
106,bird
107,automobile
108,frog
109,frog
110,frog
111,deer
112,deer
113,deer
114,airplane
115,truck
116,horse
117,truck
118,horse
119,ship
120,cat
121,bird
122,truck
123,horse
124,airplane
125,ship
126,cat
127,airplane
128,bird
129,airplane
130,ship
131,ship
132,truck
133,cat
134,automobile
135,automobile
136,cat
137,cat
138,frog
139,bird
140,truck
141,frog
142,dog
143,deer
144,deer
145,deer
146,truck
147,frog
148,ship
149,cat
150,frog
151,airplane
152,dog
153,cat
154,ship
155,truck
156,horse
157,airplane
158,ship
159,truck
160,deer
161,deer
162,frog
163,frog
164,cat
165,frog
166,automobile
167,frog
168,cat
169,truck
170,cat
171,deer
172,cat
173,cat
174,frog
175,frog
176,frog
177,cat
178,automobile
179,deer
180,automobile
181,frog
182,truck
183,deer
184,deer
185,frog
186,deer
187,ship
188,cat
189,cat
190,bird
191,automobile
192,ship
193,airplane
194,cat
195,truck
196,deer
197,automobile
198,cat
199,ship
200,cat
201,ship
202,cat
203,airplane
204,cat
205,airplane
206,bird
207,cat
208,deer
209,bird
210,horse
211,automobile
212,horse
213,horse
214,frog
215,cat
216,cat
217,dog
218,airplane
219,horse
220,ship
221,frog
222,airplane
223,dog
224,deer
225,automobile
226,ship
227,deer
228,dog
229,horse
230,deer
231,ship
232,deer
233,deer
234,frog
235,cat
236,frog
237,deer
238,deer
239,truck
240,airplane
241,automobile
242,cat
243,cat
244,cat
245,truck
246,horse
247,deer
248,truck
249,deer
250,ship
251,deer
252,airplane
253,frog
254,airplane
255,ship
256,deer
257,cat
258,ship
259,bird
260,airplane
261,cat
262,automobile
263,horse
264,frog
265,frog
266,deer
267,cat
268,bird
269,bird
270,frog
271,dog
272,truck
273,cat
274,cat
275,horse
276,frog
277,frog
278,deer
279,frog
280,dog
281,cat
282,bird
283,cat
284,cat
285,bird
286,automobile
287,ship
288,truck
289,deer
290,deer
291,automobile
292,cat
293,airplane
294,cat
295,ship
296,deer
297,cat
298,bird
299,ship
300,truck
301,ship
302,frog
303,frog
304,deer
305,frog
306,automobile
307,airplane
308,cat
309,frog
310,horse
311,automobile
312,ship
313,deer
314,truck
315,ship
316,cat
317,cat
318,cat
319,frog
320,frog
321,horse
322,deer
323,ship
324,dog
325,horse
326,ship
327,cat
328,frog
329,deer
330,truck
331,bird
332,deer
333,bird
334,deer
335,deer
336,deer
337,dog
338,frog
339,deer
340,ship
341,ship
342,frog
343,cat
344,bird
345,ship
346,frog
347,ship
348,horse
349,horse
350,truck
351,deer
352,truck
353,deer
354,deer
355,ship
356,deer
357,airplane
358,deer
359,airplane
360,cat
361,horse
362,airplane
363,airplane
364,airplane
365,frog
366,dog
367,bird
368,frog
369,ship
370,deer
371,frog
372,dog
373,horse
374,airplane
375,truck
376,bird
377,frog
378,frog
379,automobile
380,cat
381,truck
382,airplane
383,bird
384,ship
385,deer
386,cat
387,ship
388,horse
389,bird
390,cat
391,frog
392,deer
393,bird
394,frog
395,cat
396,horse
397,frog
398,deer
399,dog
400,cat
401,bird
402,truck
403,deer
404,truck
405,deer
406,airplane
407,automobile
408,truck
409,bird
410,bird
411,horse
412,deer
413,ship
414,airplane
415,automobile
416,frog
417,deer
418,bird
419,bird
420,cat
421,frog
422,automobile
