id,label
1,deer
2,airplane
3,automobile
4,ship
5,airplane
6,cat
7,airplane
8,cat
9,automobile
10,dog
11,bird
12,cat
13,frog
14,dog
15,cat
16,airplane
17,deer
18,deer
19,ship
20,deer
21,airplane
22,ship
23,frog
24,automobile
25,frog
26,truck
27,automobile
28,cat
29,bird
30,cat
31,cat
32,horse
33,cat
34,automobile
35,horse
36,cat
37,deer
38,cat
39,ship
40,dog
41,frog
42,bird
43,cat
44,deer
45,horse
46,automobile
47,deer
48,deer
49,airplane
50,cat
51,frog
52,horse
53,dog
54,frog
55,ship
56,ship
57,frog
58,ship
59,airplane
60,cat
61,frog
62,dog
63,bird
64,frog
65,ship
66,truck
67,ship
68,ship
69,cat
70,frog
71,truck
72,bird
73,ship
74,deer
75,frog
76,horse
77,airplane
78,cat
79,horse
80,cat
81,bird
82,deer
83,airplane
84,horse
85,frog
86,cat
87,dog
88,frog
89,deer
90,airplane
91,truck
92,airplane
93,cat
94,deer
95,truck
96,frog
97,frog
98,bird
99,truck
100,deer
101,deer
102,deer
103,cat
104,dog
105,ship
106,bird
107,automobile
108,frog
109,frog
110,frog
111,deer
112,bird
113,deer
114,airplane
115,truck
116,horse
117,frog
118,horse
119,ship
120,frog
121,horse
122,automobile
123,horse
124,cat
125,ship
126,cat
127,ship
128,cat
129,ship
130,frog
131,ship
132,deer
133,frog
134,truck
135,ship
136,cat
137,deer
138,frog
139,cat
140,truck
141,frog
142,dog
143,frog
144,deer
145,deer
146,cat
147,frog
148,ship
149,cat
150,frog
151,ship
152,dog
153,dog
154,ship
155,truck
156,dog
157,frog
158,ship
159,frog
160,frog
161,cat
162,frog
163,frog
164,dog
165,frog
166,automobile
167,frog
168,frog
169,cat
170,frog
171,frog
172,frog
173,frog
174,frog
175,frog
176,frog
177,cat
178,automobile
179,bird
180,automobile
181,frog
182,truck
183,deer
184,frog
185,frog
186,deer
187,ship
188,cat
189,cat
190,airplane
191,automobile
192,ship
193,airplane
194,cat
195,truck
196,bird
197,automobile
198,dog
199,ship
200,frog
201,ship
202,cat
203,airplane
204,cat
205,airplane
206,airplane
207,cat
208,deer
209,frog
210,horse
211,automobile
212,horse
213,deer
214,frog
215,dog
216,cat
217,dog
218,ship
219,horse
220,ship
221,frog
222,truck
223,cat
224,deer
225,truck
226,ship
227,horse
228,cat
229,horse
230,truck
231,ship
232,deer
233,deer
234,deer
235,horse
236,frog
237,deer
238,deer
239,truck
240,airplane
241,frog
242,cat
243,deer
244,cat
245,truck
246,horse
247,bird
248,truck
249,deer
250,ship
251,bird
252,airplane
253,frog
254,airplane
255,cat
256,deer
257,frog
258,ship
259,deer
260,airplane
261,cat
262,automobile
263,horse
264,frog
265,frog
266,frog
267,cat
268,airplane
269,dog
270,truck
271,cat
272,airplane
273,dog
274,cat
275,horse
276,frog
277,cat
278,deer
279,dog
280,dog
281,dog
282,bird
283,cat
284,cat
285,frog
286,cat
287,ship
288,truck
289,dog
290,deer
291,automobile
292,bird
293,airplane
294,bird
295,ship
296,frog
297,cat
298,frog
299,ship
300,truck
301,truck
302,frog
303,frog
304,deer
305,frog
306,automobile
307,airplane
308,dog
309,frog
310,cat
311,automobile
312,ship
313,deer
314,cat
315,deer
316,cat
317,cat
318,cat
319,cat
320,frog
321,truck
322,horse
323,ship
324,dog
325,horse
326,ship
327,frog
328,frog
329,deer
330,truck
331,bird
332,airplane
333,bird
334,deer
335,deer
336,deer
337,dog
338,frog
339,deer
340,ship
341,ship
342,frog
343,deer
344,frog
345,cat
346,frog
347,ship
348,dog
349,horse
350,truck
351,bird
352,truck
353,deer
354,ship
355,ship
356,frog
357,airplane
358,frog
359,airplane
360,cat
361,horse
362,airplane
363,airplane
364,airplane
365,frog
366,dog
367,cat
368,frog
369,ship
370,deer
371,frog
372,dog
373,cat
374,bird
375,truck
376,airplane
377,frog
378,frog
379,automobile
380,dog
381,truck
382,airplane
383,airplane
384,ship
385,deer
386,dog
387,ship
388,dog
389,frog
390,cat
391,frog
392,deer
393,bird
394,frog
395,frog
396,frog
397,frog
398,deer
399,dog
400,deer
401,ship
402,truck
403,deer
404,cat
405,deer
406,airplane
407,automobile
408,truck
409,bird
410,bird
411,horse
412,deer
413,frog
414,airplane
415,automobile
416,frog
417,deer
418,cat
419,bird
420,dog
421,frog
422,ship
423,ship
